Duration,Country,Device Type,Title,Duracion total,StartTime,AÃ±o,Mes ,Dia,Hora,clean_title,Season,Episode,Supplemental Video Type,Genero,Original language,popularity,popularity_category,clean_title2
0:43:47,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Bailando sobre hielo: Temporada 1: Besos y lÃ¡grimas (episodio 4),0:43:47,2/28/2026 11:20,2026,2,Saturday,11,Bailando sobre hielo: Besos y lÃ¡grimas,1,4,SERIE,Drama,en,9.3416,Poco visto,Bailando sobre hielo
0:42:09,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Bailando sobre hielo: Temporada 1: Los bordes internos (episodio 3),0:42:09,2/27/2026 13:24,2026,2,Friday,13,Bailando sobre hielo: Los bordes internos,1,3,SERIE,Drama,en,9.3416,Poco visto,Bailando sobre hielo
0:44:47,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Bailando sobre hielo: Temporada 1: Rozando el hielo (episodio 2),0:44:47,2/26/2026 22:20,2026,2,Thursday,22,Bailando sobre hielo: Rozando el hielo,1,2,SERIE,Drama,en,9.3416,Poco visto,Bailando sobre hielo
0:38:55,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Bailando sobre hielo: Temporada 1: De vuelta a las pistas (episodio 1),0:38:55,2/26/2026 17:17,2026,2,Thursday,17,Bailando sobre hielo: De vuelta a las pistas,1,1,SERIE,Drama,en,9.3416,Poco visto,Bailando sobre hielo
0:00:13,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Bridgerton: Temporada 4: La propuesta de un caballero (episodio 4),0:59:08,2/26/2026 17:16,2026,2,Thursday,17,Bridgerton: La propuesta de un caballero,4,4,SERIE,Drama,en,135.4639,Muy popular,Bridgerton
0:35:19,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Ã‰l y ella: Miniserie: Episodio 6 (episodio 6),0:35:19,2/25/2026 21:17,2026,2,Wednesday,21,Ã‰l y ella,1,6,SERIE,Crime,es,1.1576,Poco visto,Ã‰l y ella
0:40:00,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Ã‰l y ella: Miniserie: Episodio 5 (episodio 5),0:40:00,2/24/2026 22:28,2026,2,Tuesday,22,Ã‰l y ella,1,5,SERIE,Crime,es,1.1576,Poco visto,Ã‰l y ella
0:43:16,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Ã‰l y ella: Miniserie: Episodio 4 (episodio 4),0:43:16,2/24/2026 17:06,2026,2,Tuesday,17,Ã‰l y ella,1,4,SERIE,Crime,es,1.1576,Poco visto,Ã‰l y ella
0:36:12,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Ã‰l y ella: Miniserie: Episodio 3 (episodio 3),0:36:12,2/23/2026 20:56,2026,2,Monday,20,Ã‰l y ella,1,3,SERIE,Crime,es,1.1576,Poco visto,Ã‰l y ella
0:41:02,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Ã‰l y ella: Miniserie: Episodio 2 (episodio 2),0:41:02,2/23/2026 19:46,2026,2,Monday,19,Ã‰l y ella,1,2,SERIE,Crime,es,1.1576,Poco visto,Ã‰l y ella
0:42:35,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Ã‰l y ella: Miniserie: Episodio 1 (episodio 1),0:42:35,2/23/2026 17:23,2026,2,Monday,17,Ã‰l y ella,1,1,SERIE,Crime,es,1.1576,Poco visto,Ã‰l y ella
0:52:54,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,La cruda realidad: Dentro de Â«America's Next Top ModelÂ»: Temporada 1: Todos te alientan (episodio 3),0:52:54,2/19/2026 17:51,2026,2,Thursday,17,La cruda realidad: Dentro de Â«America's Next Top ModelÂ»,1,3,SERIE,Documentary,es,0.0489,Poco visto,La cruda realidad
0:48:11,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,La cruda realidad: Dentro de Â«America's Next Top ModelÂ»: Temporada 1: Sigues en carrera (episodio 2),0:48:11,2/18/2026 17:41,2026,2,Wednesday,17,La cruda realidad: Dentro de Â«America's Next Top ModelÂ»,1,2,SERIE,Documentary,es,0.0489,Poco visto,La cruda realidad
0:57:39,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,La cruda realidad: Dentro de Â«America's Next Top ModelÂ»: Temporada 1: En la cima (episodio 1),0:57:39,2/17/2026 18:08,2026,2,Tuesday,18,La cruda realidad: Dentro de Â«America's Next Top ModelÂ»,1,1,SERIE,Documentary,es,0.0489,Poco visto,La cruda realidad
0:58:55,AR (Argentina),Apple iPad Pro 11 4th Gen Wi-Fi iPad,Bridgerton: Temporada 4: La propuesta de un caballero (episodio 4),0:59:08,2/11/2026 22:03,2026,2,Wednesday,22,Bridgerton: La propuesta de un caballero,4,4,SERIE,Drama,en,135.4639,Muy popular,Bridgerton
1:06:30,AR (Argentina),Apple iPad Pro 11 4th Gen Wi-Fi iPad,Bridgerton: Temporada 4: El campo junto al otro camino (episodio 3),1:06:30,2/11/2026 20:55,2026,2,Wednesday,20,Bridgerton: El campo junto al otro camino,4,3,SERIE,Drama,en,135.4639,Muy popular,Bridgerton
1:01:45,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Bridgerton: Temporada 4: El tiempo suspendido (episodio 2),1:01:45,2/10/2026 17:38,2026,2,Tuesday,17,Bridgerton: El tiempo suspendido,4,2,SERIE,Drama,en,135.4639,Muy popular,Bridgerton
2:17:48,AR (Argentina),Apple iPad Pro 11 4th Gen Wi-Fi iPad,Wake Up Dead Man: Un misterio de Knives Out,2:17:48,1/15/2026 21:24,2026,1,Thursday,21,Wake Up Dead Man: Un misterio de Knives Out,,,FILM,Thriller,en,14.7264,Moderadamente popular,Wake Up Dead Man
0:03:00,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Amor de oficina: Temporada 1: Luna de miel (episodio 3),0:16:51,1/14/2026 19:49,2026,1,Wednesday,19,Amor de oficina: Luna de miel,1,3,SERIE,Comedy,es,3.3393,Poco visto,Amor de oficina
0:13:51,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Amor de oficina: Temporada 1: Luna de miel (episodio 3),0:16:51,1/11/2026 21:34,2026,1,Sunday,21,Amor de oficina: Luna de miel,1,3,SERIE,Comedy,es,3.3393,Poco visto,Amor de oficina
0:00:53,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Amor de oficina: Temporada 1: Sacapuntas (episodio 2),0:33:44,1/11/2026 19:20,2026,1,Sunday,19,Amor de oficina: Sacapuntas,1,2,SERIE,Comedy,es,3.3393,Poco visto,Amor de oficina
0:32:51,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Amor de oficina: Temporada 1: Sacapuntas (episodio 2),0:33:44,1/11/2026 18:47,2026,1,Sunday,18,Amor de oficina: Sacapuntas,1,2,SERIE,Comedy,es,3.3393,Poco visto,Amor de oficina
0:34:59,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Amor de oficina: Temporada 1: Amor frutal (episodio 1),0:35:05,1/11/2026 18:02,2026,1,Sunday,18,Amor de oficina: Amor frutal,1,1,SERIE,Comedy,es,3.3393,Poco visto,Amor de oficina
1:49:17,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Gente que conocemos en vacaciones,1:49:17,1/11/2026 13:45,2026,1,Sunday,13,Gente que conocemos en vacaciones,,,FILM,Romance,en,16.3356,Moderadamente popular,Gente que conocemos en vacaciones
0:38:12,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Machos alfa: Temporada 4: Caribe mÃ¡gico (episodio 6),0:38:12,1/11/2026 12:36,2026,1,Sunday,12,Machos alfa: Caribe mÃ¡gico,4,6,SERIE,Comedy,es,15.0534,Moderadamente popular,Machos alfa
0:36:18,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Machos alfa: Temporada 4: RezarÃ© por ti (episodio 5),0:36:18,1/11/2026 11:39,2026,1,Sunday,11,Machos alfa: RezarÃ© por ti,4,5,SERIE,Comedy,es,15.0534,Moderadamente popular,Machos alfa
0:35:28,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Machos alfa: Temporada 4: Siempre se puede ser un poco mÃ¡s hetero (episodio 4),0:35:28,1/10/2026 11:15,2026,1,Saturday,11,Machos alfa: Siempre se puede ser un poco mÃ¡s hetero,4,4,SERIE,Comedy,es,15.0534,Moderadamente popular,Machos alfa
0:33:54,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Machos alfa: Temporada 4: Ecos de una herida (episodio 3),0:33:54,1/10/2026 10:40,2026,1,Saturday,10,Machos alfa: Ecos de una herida,4,3,SERIE,Comedy,es,15.0534,Moderadamente popular,Machos alfa
0:00:06,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Amor de oficina: Temporada 1: Amor frutal (episodio 1),0:35:05,1/10/2026 10:40,2026,1,Saturday,10,Amor de oficina: Amor frutal,1,1,SERIE,Comedy,es,3.3393,Poco visto,Amor de oficina
0:31:41,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Machos alfa: Temporada 4: Marca EspaÃ±a (episodio 2),0:31:41,1/9/2026 22:56,2026,1,Friday,22,Machos alfa: Marca EspaÃ±a,4,2,SERIE,Comedy,es,15.0534,Moderadamente popular,Machos alfa
0:30:22,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Machos alfa: Temporada 4: Al final hay que meterla (episodio 1),0:30:23,1/9/2026 22:26,2026,1,Friday,22,Machos alfa: Al final hay que meterla,4,1,SERIE,Comedy,es,15.0534,Moderadamente popular,Machos alfa
0:00:01,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Machos alfa: Temporada 4: Al final hay que meterla (episodio 1),0:30:23,1/9/2026 22:25,2026,1,Friday,22,Machos alfa: Al final hay que meterla,4,1,SERIE,Comedy,es,15.0534,Moderadamente popular,Machos alfa
0:20:33,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Younger: Temporada 1: Piloto (episodio 1),0:20:33,1/4/2026 17:08,2026,1,Sunday,17,Younger: Piloto,1,1,SERIE,Drama,en,40.8083,Moderadamente popular,Younger
0:29:33,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,El tiempo de las moscas: Temporada 1: Hoy empiezo de nuevo (episodio 1),0:29:33,1/4/2026 14:22,2026,1,Sunday,14,El tiempo de las moscas: Hoy empiezo de nuevo,1,1,SERIE,Drama,es,2.7689,Poco visto,El tiempo de las moscas
1:59:11,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Stranger Things: Stranger Things 5: CapÃ­tuloÂ ocho: Este Lado (episodio 8),1:59:11,1/3/2026 23:43,2026,1,Saturday,23,Stranger Things: Stranger Things 5,1,8,SERIE,Sci-Fi & Fantasy,en,167.8164,Muy popular,Stranger Things
0:59:32,AR (Argentina),Apple iPad Pro 11 4th Gen Wi-Fi iPad,Stranger Things: Stranger Things 5: CapÃ­tuloÂ siete: El puente (episodio 7),0:59:40,1/3/2026 0:33,2026,1,Saturday,0,Stranger Things: Stranger Things 5,1,7,SERIE,Sci-Fi & Fantasy,en,167.8164,Muy popular,Stranger Things
0:00:08,AR (Argentina),Apple iPad Pro 11 4th Gen Wi-Fi iPad,Stranger Things: Stranger Things 5: CapÃ­tuloÂ siete: El puente (episodio 7),0:59:40,1/3/2026 0:32,2026,1,Saturday,0,Stranger Things: Stranger Things 5,1,7,SERIE,Sci-Fi & Fantasy,en,167.8164,Muy popular,Stranger Things
1:09:18,AR (Argentina),Apple iPad Pro 11 4th Gen Wi-Fi iPad,Stranger Things: Stranger Things 5: CapÃ­tuloÂ seis: La huida deÂ Camazotz (episodio 6),1:09:18,1/2/2026 13:32,2026,1,Friday,13,Stranger Things: Stranger Things 5,1,6,SERIE,Sci-Fi & Fantasy,en,167.8164,Muy popular,Stranger Things
0:41:06,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Soulmates: Temporada 1: PequeÃ±as aventuras (episodio 3),0:41:06,12/23/2025 15:50,2025,12,Tuesday,15,Soulmates: PequeÃ±as aventuras,1,3,SERIE,Sci-Fi & Fantasy,en,5.3518,Poco visto,Soulmates
0:41:34,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Soulmates: Temporada 1: LosÂ amantes (episodio 2),0:41:34,12/23/2025 12:49,2025,12,Tuesday,12,Soulmates: LosÂ amantes,1,2,SERIE,Sci-Fi & Fantasy,en,5.3518,Poco visto,Soulmates
0:44:13,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Soulmates: Temporada 1: Punto de inflexiÃ³n (episodio 1),0:44:13,12/23/2025 11:46,2025,12,Tuesday,11,Soulmates: Punto de inflexiÃ³n,1,1,SERIE,Sci-Fi & Fantasy,en,5.3518,Poco visto,Soulmates
0:11:56,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Ciudad de sombras: Miniserie: Casa MilÃ  - La Pedrera (episodio 1),0:11:56,12/23/2025 11:31,2025,12,Tuesday,11,Ciudad de sombras,1,1,SERIE,Crime,es,11.8233,Moderadamente popular,Ciudad de sombras
0:05:51,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Demasiado: Temporada 1: Ignorantes del amanecer (episodio 3),0:05:54,12/23/2025 10:19,2025,12,Tuesday,10,Demasiado: Ignorantes del amanecer,1,3,SERIE,Comedy,,,,Demasiado
0:00:03,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Demasiado: Temporada 1: Ignorantes del amanecer (episodio 3),0:05:54,12/22/2025 21:37,2025,12,Monday,21,Demasiado: Ignorantes del amanecer,1,3,SERIE,Comedy,,,,Demasiado
0:22:12,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Demasiado: Temporada 1: Mujer penita (episodio 2),0:36:21,12/22/2025 21:05,2025,12,Monday,21,Demasiado: Mujer penita,1,2,SERIE,Comedy,,,,Demasiado
0:14:09,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Demasiado: Temporada 1: Mujer penita (episodio 2),0:36:21,12/22/2025 13:45,2025,12,Monday,13,Demasiado: Mujer penita,1,2,SERIE,Comedy,,,,Demasiado
0:34:33,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Demasiado: Temporada 1: Insensatez y sentimientos (episodio 1),0:34:33,12/22/2025 13:09,2025,12,Monday,13,Demasiado: Insensatez y sentimientos,1,1,SERIE,Comedy,,,,Demasiado
0:53:30,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Las esposas cazadoras: Temporada 1: La decisiÃ³n deÂ Sophie (episodio 8),0:53:30,12/21/2025 16:35,2025,12,Sunday,16,Las esposas cazadoras: La decisiÃ³n deÂ Sophie,1,8,SERIE,Drama,en,8.256,Poco visto,Las esposas cazadoras
0:41:27,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Las esposas cazadoras: Temporada 1: Estrella fugaz (episodio 7),0:45:20,12/21/2025 15:37,2025,12,Sunday,15,Las esposas cazadoras: Estrella fugaz,1,7,SERIE,Drama,en,8.256,Poco visto,Las esposas cazadoras
0:03:53,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Las esposas cazadoras: Temporada 1: Estrella fugaz (episodio 7),0:45:20,12/21/2025 13:07,2025,12,Sunday,13,Las esposas cazadoras: Estrella fugaz,1,7,SERIE,Drama,en,8.256,Poco visto,Las esposas cazadoras
0:47:25,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Las esposas cazadoras: Temporada 1: En el corazÃ³n de Texas (episodio 6),0:47:25,12/21/2025 10:59,2025,12,Sunday,10,Las esposas cazadoras: En el corazÃ³n de Texas,1,6,SERIE,Drama,en,8.256,Poco visto,Las esposas cazadoras
1:20:15,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Stranger Things: Stranger Things 5: CapÃ­tuloÂ cuatro: Hechicero (episodio 4),1:20:15,12/21/2025 0:51,2025,12,Sunday,0,Stranger Things: Stranger Things 5,1,4,SERIE,Sci-Fi & Fantasy,en,167.8164,Muy popular,Stranger Things
1:02:55,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Stranger Things: Stranger Things 5: CapÃ­tuloÂ tres: La trampa de Turnbow (episodio 3),1:02:55,12/20/2025 23:47,2025,12,Saturday,23,Stranger Things: Stranger Things 5,1,3,SERIE,Sci-Fi & Fantasy,en,167.8164,Muy popular,Stranger Things
0:46:21,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Las esposas cazadoras: Temporada 1: No es una novata (episodio 5),0:46:25,12/20/2025 22:27,2025,12,Saturday,22,Las esposas cazadoras: No es una novata,1,5,SERIE,Drama,en,8.256,Poco visto,Las esposas cazadoras
0:00:04,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Las esposas cazadoras: Temporada 1: No es una novata (episodio 5),0:46:25,12/20/2025 22:23,2025,12,Saturday,22,Las esposas cazadoras: No es una novata,1,5,SERIE,Drama,en,8.256,Poco visto,Las esposas cazadoras
0:43:40,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Las esposas cazadoras: Temporada 1: DÃ­a libre (episodio 4),0:43:40,12/20/2025 21:26,2025,12,Saturday,21,Las esposas cazadoras: DÃ­a libre,1,4,SERIE,Drama,en,8.256,Poco visto,Las esposas cazadoras
0:13:56,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Las esposas cazadoras: Temporada 1: Todo se revela al amanecer (episodio 3),0:50:42,12/20/2025 20:46,2025,12,Saturday,20,Las esposas cazadoras: Todo se revela al amanecer,1,3,SERIE,Drama,en,8.256,Poco visto,Las esposas cazadoras
0:14:09,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Las esposas cazadoras: Temporada 1: Todo se revela al amanecer (episodio 3),0:50:42,12/20/2025 17:01,2025,12,Saturday,17,Las esposas cazadoras: Todo se revela al amanecer,1,3,SERIE,Drama,en,8.256,Poco visto,Las esposas cazadoras
0:22:37,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Las esposas cazadoras: Temporada 1: Todo se revela al amanecer (episodio 3),0:50:42,12/20/2025 16:16,2025,12,Saturday,16,Las esposas cazadoras: Todo se revela al amanecer,1,3,SERIE,Drama,en,8.256,Poco visto,Las esposas cazadoras
0:47:29,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Las esposas cazadoras: Temporada 1: Relaciones (episodio 2),0:47:29,12/20/2025 15:28,2025,12,Saturday,15,Las esposas cazadoras: Relaciones,1,2,SERIE,Drama,en,8.256,Poco visto,Las esposas cazadoras
0:49:24,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Las esposas cazadoras: Temporada 1: Lugares extraÃ±os y desconocidos (episodio 1),0:49:24,12/20/2025 14:10,2025,12,Saturday,14,Las esposas cazadoras: Lugares extraÃ±os y desconocidos,1,1,SERIE,Drama,en,8.256,Poco visto,Las esposas cazadoras
